text_segment,calculated_level
我將把這些小紙片，拋向空中，如果紙片落在一個地方，風都吹不動，就是父母的所在地。」當他把紙片向空中拋，果然有一片紙片落在一座墳墓上，不論風怎麼吹都吹不動，終於找到父母的墳墓，每年的清明節一定來此祭祖。爾後，民間百姓在清明節都會至祖先的墳墓祭拜，並且用小土塊壓幾張紙片在墳上，表示這座墳墓是有人祭掃的。,2
"﻿蘇西和喬安都是插畫家，她們合租一間頂樓當畫室。樓下住了一位生活窮困的老畫家，他一直想畫出一幅好的作品，但畫布和顏料都蒙上了一層灰，卻始終找不到好的題材。
冬天剛到，身體瘦弱的喬安不幸感染肺炎，躺在床上不停的咳。醫生表情沉重的對蘇西說：「她的病情十分危急，能不能撐過這一關，全靠她的求生意志了。」
蘇西聽了非常難過，但她連忙擦乾眼淚，細心的照料喬安。
喬安的病情一天比一天更加嚴重，",2
"她張著大大的眼睛望著窗外，發現不遠處有一株常春藤，張開掌狀的、深綠色的葉子，緊緊的貼著一面磚牆。冷風中，葉子穿過層層薄霧，一片片輕飄飄
的落在地上，常春藤上只剩下五片葉子了。
天氣愈來愈冷，喬安望著窗外感傷的說：「妳看！常春藤上的葉子只剩下三片了，當最後一片葉子掉下來的時候，我的生命也將結束了。」
「喬安，不要管窗外的落葉了，妳一定會好起來的。」蘇西強忍著淚水，不斷的鼓舞喬安。但她實在想不出來，",2
"還有什麼方法能幫助喬安度過難關。
蘇西需要靠作畫來賺錢過生活，請老畫家當模特兒時，說起喬安的病情，兩人都十分擔心。老畫家坐在椅子上一語不發，不久，臉上出現少見的光彩，他暗自做了一個重大的決定：「我會讓那片葉子留下來。」
風雨來臨的那一天，窗外強風呼呼的吹著。喬安臉色蒼白，有氣無力的說：「最後一片葉子一定會掉下來的！」
蘇西緊緊握著喬安的手，整晚陪伴在她身旁。隔天早上，風雨停了，蘇西一打開窗戶，",2
"驚喜的叫著：「喬安，妳看！常春藤上還留著最後一片葉子呢！」
那片葉子高高的掛在藤上，那麼翠綠，又那麼有活力。喬安看著它，臉上慢慢有了生氣。
在蘇西細心的照顧下，喬安的身體一天天好起來。這天，喬安看見房東找人把老畫家的破爛家具搬上車載走，準備把房間租給別人，才知道老畫家得了急性肺炎，幾天前已經去世了。
「窗外，最後一片葉子，為什麼沒有掉落，妳知道原因嗎？」蘇西難過的對喬安說：「是老畫家冒著風雨，",2
"爬上梯子，一筆一畫為妳畫上去的，他真的完成了一幅精彩的畫作……。」
蘇西的話還沒有說完，喬安早已淚流滿面。",2
"﻿很久以前，有個大畫家，名叫張僧繇。不管是花草、動物還是人像，他都畫得維妙維肖。
有間佛寺常常被屋梁上的野鳥留下鳥糞，和尚們都覺得很困擾。張僧繇在牆上畫了兩隻老鷹後，野鳥竟然嚇得不敢靠近。
有一次，張僧繇受邀到安樂寺畫龍，吸引許多人來參觀，大家都想見識他的本事。只見他直接在牆上揮動畫筆，沒多久，四條龍就畫好了。因為畫得十分逼真，大家都讚嘆不已。
站在牆前的老奶奶，被他畫的龍嚇著了，",2
"拉著孫子的手就要跑。小孫子指著龍說：「奶奶，這些龍都沒有眼珠子，是假的，別怕。」
聽到孩子這麼說，幾個大人追著畫家問：「為什麼不幫龍畫眼睛？」
張僧繇說：「一旦畫上眼珠子，龍就會飛走。」
有些人相信，有些人不信，吵鬧聲越來越大。張僧繇不得不拿起畫筆，給其中兩條龍點上眼珠。
突然間，原本晴朗的天空竟然烏雲密布、雷電交加，那兩條點了眼珠子的龍，奮力飛出牆壁，直上天際，一下子就消失得無影無蹤。",3
圍觀的人們目瞪口呆，久久無法回神，而牆面上只剩下兩條沒有畫眼珠子的龍。,3
自卑不是謙虛，卻與自負有著密切聯繫。它們兄弟二個誰先誰後很難說，比做孿生更貼切。自負的人做事不踏實，自以為是，總想壓倒別人，處處顯示自己。這種人看上去高傲自大，其實內中空虛，非常脆弱，一旦遇到挫折，便一蹶不振，自暴自棄。由於失去了滿足強烈自尊的市場，便很容易走入另一極端自卑。與謙虛者的大智若愚，不愛張揚相比，自卑的人一旦做出一點成績，便迫不及待的讓人知道，顯示自己的實力，滿足自己的自尊心，,3
這時的自卑急速的轉為自負。由於自卑者太在乎自己，太在乎別人對自己的評價，因此，容易受到外界影響而易做出不理智或偏激的決策。自卑者經不起失敗，一旦陷入困境，便進入了一個死亡性的惡性循環。越自卑，越沒有信心，越沒有信心，感到自己越無能，無能感越強烈，自卑感就更加死死地籠罩著他。這時，他看到的世界越來越小，小到只有他自己，到最後，只有消極的苟且偷安。說到底，自卑還是因為太在乎自己造成的。,3
難道人不需要在乎自己嗎？需要，但凡事不要過分。記得有一位老母親去參加聚會，在家裡選衣服，問兒子哪件更好看，兒子開始慢不經心的應付著，後來不耐煩了，說了一句：「媽，說真的，您穿哪件都一樣，沒有人會在意您。」事實是這樣的，想一想，世上的人，誰會特別在意別人的穿著呢？除非你的所做所為影響了他人，或善或惡，或同情或傷害，除此之外，還有什麼能真正的引起人的在意呢？不管自負或自卑，都是氣質中有危害的因素，,2
如果想改變，那就先把「自己」放下，去關心一下別人。當你真正的為他人著想的時候，才會受到別人由衷的尊敬和愛戴，到那時，你也不會在意別人說你什麼了，因為你已經跳出了個人的小圈子，你已經能夠理智的，按照你的原則去做事了。,2
美麗的花兒賞心悅目，人見人愛。自古以來，它們總是騷人墨客謳歌的對象。我愛淡雅、清香的花，尤其對桂花情有獨鍾。它的香味溫和內斂，深吸一口沁入心脾的是喜悅的泉源、開闊的心情，彷彿對我訴說著世界的美好。過了農曆八月桂花綻放的季節，三樓陽台上的桂花開得稀稀疏疏。零落的花朵雖然不再燦爛，空氣中依然飄散著淡淡花香，每天我總不忘與桂花來個早晨的約會，以快樂的心情迎接充滿希望的一天。今早運動回來，漫步到巷口，,3
只聞得花香陣陣，竟是我最喜歡的桂花，頓時讓我驚喜萬分。這麼濃郁的香氣，應該不只一、二棵吧，原來是游伯伯家的桂花樹耐不住好奇心，大夥兒正努力探首牆外世界呢。揮別了繁花錦簇的生氣蓬勃，繽紛的落英如秋詩篇篇，季節更迭的美景在游伯伯整潔偌大的庭園裡竟可窺見一斑—一盆盆的樹木、花兒排放得井然有序，九重葛花蔓兒盤繞成的紫紅色拱門和修剪得整齊劃一的籬垣，真是美麗極了。不必擔心九重葛的荊棘會刺著路人，,3
因為游伯伯會隨時修剪，不讓其枝蔓橫生。我總愛在清晨或夜晚循著社區小路散步。漫步一畦畦田園阡陌，經過玲瓏的攝影工作室、小巧的家庭裁縫店、家庭美髮院，再繞個彎，香味迎面撲鼻而來，那就是巷口游伯伯美麗的住家。每次路過游伯伯的家，我的內心總是充滿感激。感謝伯伯的用心，讓我能夠在詩意濃濃的初秋邂逅十月桂花香。,3
認識一對年老的夫婦，他們共同相處了將近半個世紀。每當看見他們，我總不免在心裡暗想：他們相處了這麼久，會不會沒有話說了呢？他們每天面對面，彼此會不會看膩了呢？然而，看他們談笑風生，看他們相扶相持地在人行道上散步，我便發現自己想的很傻。維繫夫婦之間的感情有什麼秘訣嗎？老先生告訴我一個驚人的秘密——偶爾不妨說一點小謊言。當太太喜孜孜地試穿一件粉紅色的旗袍，問你這種顏色是否太年輕了？你看看她多皺的臉孔，,2
再看看那鮮嫩的粉紅色，可千萬別說：妳的確太老了，給我們女兒穿還差不多！說句違心的話吧：這顏色很年輕，不過妳也不老呀！效果一定良好。先生偶爾應酬遲歸，妻子的焦慮和多疑總是難免的。當門鈴響時，妳如果叉著腰，興師問罪地吼著：你究竟到哪兒去了？還想到回家啊？很可能便引來一場爭吵風波，瓷器和杯子也要遭殃了，想一想，這是多麼不聰明呢？換張臉孔、換種口氣說：謝天謝地，我的老爺，你可回來了！那麼，,2
保證不用妳再追問，他便會老老實實地說出遲歸的原因了。有時，這些善意的謊言，一旦被拆穿了之後，還會帶來更多的樂趣呢！老先生說。接著，他告訴我一件有趣的事，當他與老太太都還年輕的時候，每當茶餘飯後，老太太常會自編自唱地哼起歌來。他說：說老實話，那歌唱得真不好聽，可是每次我都假裝聽得津津有味。有一天，老太太突然問：奇怪，怎麼從來沒人說我唱得好聽，除了你這個唯一的忠實聽眾。於是，他們相顧大笑不已。,2
善意的謊言也是一種藝術，但是，別忘了，只有在善意的原則下，才可說一點小謊言。,2
